Time,Own1.OwnIdent.Parameters.Name,Own1.OwnPlatform.StateVector.PresentPos.Latitude,Own1.OwnPlatform.StateVector.PresentPos.Longitude,Own1.OwnPlatform.StateVector.PresentPos.AltitudeSea,Own1.OwnPlatform.StateVector.PresentPos.AltitudeGround,Own1.OwnPlatform.StateVector.PresentPos.Heading,Own1.OwnPlatform.StateVector.PresentPos.Pitch,Own1.OwnPlatform.StateVector.PresentPos.Roll,Own1.OwnPlatform.StateVector.DirectionAngles.TrackAngle,Own1.OwnPlatform.StateVector.IncidenceAngles.Alpha,Own1.OwnPlatform.StateVector.Velocity.TAS,Own1.OwnPlatform.StateVector.Velocity.CAS,Own1.OwnPlatform.StateVector.Velocity.Mach,Own1.OwnPlatform.StateVector.Velocity.North,Own1.OwnPlatform.StateVector.Velocity.East,Own1.OwnPlatform.StateVector.Velocity.Down,timeDifferences,North,East,Down,CAS,Heading,Pitch,Roll
msec,N/A,rad,rad,ft,ft,rad,rad,rad,rad,rad,ft/sec,ft/sec,N/A,ft/sec,ft/sec,ft/sec,msec,m/sec,m/sec,m/sec,k/sec,deg,deg,deg
844396,Own1,0.546,0.604,13399.615,12939.219,1.459,-0.277,0.002,1.459,0.066,745.668,613.478,0.694,78.203,697.696,251.247,100,-3329033.305,-3962313.137,792982.2973,363.4767038,83.59454231,-15.87093093,0.114591559
844496,Own1,0.546,0.604,13378.881,12917.668,1.459,-0.269,0.003,1.459,0.067,746.686,614.659,0.695,78.498,700.49,246.357,99,-3326649.649,-3941047.104,800640.399,364.176429,83.59454231,-15.41256469,0.171887339
844595,Own1,0.546,0.604,13350.547,12888.358,1.459,-0.258,0.003,1.459,0.068,748.068,616.07,0.696,78.897,704.346,239.331,100,-3324280.927,-3919909.421,808074.3611,365.0124257,83.59454231,-14.78231111,0.171887339
844695,Own1,0.546,0.604,13326.921,12863.778,1.459,-0.248,0.004,1.459,0.068,749.215,617.201,0.697,79.224,707.588,233.168,100,-3321876.117,-3898440.694,815369.2587,365.6825266,83.59454231,-14.20935332,0.229183118
844795,Own1,0.546,0.604,13303.918,12839.556,1.46,-0.239,0.005,1.459,0.069,750.328,618.409,0.698,79.538,710.764,226.892,100,-3319461.34,-3876873.15,822476.3058,366.3982489,83.65183809,-13.6936913,0.286478898
844895,Own1,0.546,0.604,13285.231,12819.276,1.46,-0.231,0.005,1.459,0.069,751.229,619.463,0.699,79.789,713.358,221.586,100,-3317036.993,-3855208.799,829392.058,367.0227284,83.65183809,-13.23532507,0.286478898
844995,Own1,0.546,0.604,13259.817,12791.517,1.46,-0.22,0.006,1.459,0.069,752.453,620.651,0.7,80.122,716.902,214.054,100,-3314604.994,-3833465.383,836146.0814,367.7266009,83.65183809,-12.60507149,0.343774677
845095,Own1,0.546,0.604,13238.739,12768.055,1.46,-0.21,0.006,1.46,0.069,753.47,621.724,0.701,80.391,719.861,207.496,99,-3312162.846,-3811613.944,842670.5267,368.3623377,83.65183809,-12.0321137,0.343774677
845194,Own1,0.546,0.604,13218.322,12745.005,1.46,-0.2,0.007,1.46,0.07,754.448,622.824,0.701,80.645,722.746,200.818,100,-3309737.002,-3789891.731,848931.8361,369.0140715,83.65183809,-11.4591559,0.401070457
845294,Own1,0.546,0.604,13201.823,12727.443,1.46,-0.191,0.007,1.46,0.071,755.23,623.59,0.702,80.844,725.092,195.138,100,-3307278.912,-3767862.165,855052.8432,369.4679153,83.65183809,-10.94349389,0.401070457
845394,Own1,0.546,0.604,13179.53,12704.416,1.46,-0.178,0.008,1.46,0.072,756.271,624.699,0.703,81.104,728.288,186.99,100,-3304814.757,-3745761.092,861000.7218,370.1249815,83.65183809,-10.19864875,0.458366236
845494,Own1,0.546,0.604,13161.187,12685.573,1.46,-0.167,0.009,1.46,0.073,757.112,625.629,0.704,81.307,730.935,179.84,99,-3302342.677,-3723562.604,866700.2463,370.6759928,83.65183809,-9.568395179,0.515662016
845593,Own1,0.546,0.604,13143.566,12667.493,1.461,-0.157,0.009,1.46,0.073,757.908,626.428,0.705,81.493,733.487,172.574,100,-3299889.193,-3701506.226,872127.0202,371.1493886,83.70913387,-8.995437384,0.515662016
845693,Own1,0.546,0.604,13129.439,12653.285,1.461,-0.148,0.01,1.46,0.073,758.541,627.165,0.705,81.632,735.536,166.458,100,-3297405.256,-3679149.27,877387.1397,371.5860503,83.70913387,-8.479775368,0.572957795
845793,Own1,0.546,0.604,13113.162,12637.352,1.461,-0.138,0.011,1.46,0.073,759.263,627.971,0.706,81.805,738.278,157.835,100,-3294917.082,-3656729.86,882460.8413,372.0635934,83.70913387,-7.906817573,0.630253575
845893,Own1,0.546,0.604,13095.109,12619.653,1.461,-0.126,0.011,1.461,0.073,760.062,628.76,0.706,81.932,740.513,150.406,100,-3292423.635,-3634226.873,887271.7106,372.5310643,83.70913387,-7.219268219,0.630253575
845993,Own1,0.546,0.604,13082.835,12607.602,1.461,-0.117,0.012,1.461,0.073,760.604,629.397,0.707,82.024,742.296,144.18,100,-3289926.318,-3611655.762,891856.1412,372.9084775,83.70913387,-6.703606203,0.687549354
846093,Own1,0.546,0.604,13068.792,12593.595,1.462,-0.107,0.013,1.461,0.073,761.223,630.091,0.707,82.115,744.341,136.655,100,-3287426.196,-3589030.305,896250.801,373.3196623,83.76642965,-6.130648408,0.744845134
846193,Own1,0.546,0.604,13055.506,12580.954,1.462,-0.096,0.013,1.461,0.074,761.805,630.658,0.708,82.187,746.282,129.057,99,-3284923.3,-3566342.516,900416.0961,373.6556015,83.76642965,-5.500394833,0.744845134
846292,Own1,0.546,0.604,13040.972,12567.442,1.462,-0.084,0.014,1.461,0.074,762.435,631.369,0.708,82.246,748.415,120.078,100,-3282443.261,-3543823.033,904310.4642,374.0768585,83.76642965,-4.812845479,0.802140913
846392,Own1,0.546,0.604,13031.236,12558.601,1.462,-0.075,0.015,1.462,0.075,762.853,631.866,0.709,82.27,749.851,113.579,100,-3279936.372,-3521011.067,907970.4862,374.3713237,83.76642965,-4.297183463,0.859436693
846492,Own1,0.546,0.604,13020.271,12547.427,1.463,-0.064,0.015,1.462,0.075,763.317,632.34,0.709,82.281,751.473,105.694,100,-3277428.752,-3498155.33,911432.4162,374.6521617,83.82372543,-3.666929889,0.859436693
846592,Own1,0.546,0.604,13010.099,12535.807,1.463,-0.053,0.016,1.462,0.075,763.742,632.828,0.71,82.27,752.983,97.731,100,-3274920.797,-3475250.155,914654.0085,374.9412946,83.82372543,-3.036676314,0.916732472
846692,Own1,0.546,0.604,12999.243,12523.068,1.463,-0.04,0.017,1.462,0.076,764.191,633.327,0.71,82.23,754.598,88.366,100,-3272413.177,-3452298.954,917632.8856,375.2369448,83.82372543,-2.291831181,0.974028252
846792,Own1,0.546,0.604,12992.159,12514.584,1.464,-0.031,0.017,1.462,0.076,764.481,633.637,0.71,82.183,755.654,81.642,99,-3269906.776,-3429298.527,920326.314,375.4206152,83.88102121,-1.776169165,0.974028252
846891,Own1,0.546,0.604,12984.4,12505.293,1.464,-0.021,0.018,1.463,0.076,764.796,634.005,0.71,82.108,756.812,73.542,100,-3267426.857,-3406496.239,922789.9076,375.6386498,83.88102121,-1.20321137,1.031324031
846991,Own1,0.546,0.604,12977.451,12496.153,1.464,-0.01,0.019,1.463,0.076,765.076,634.332,0.711,82.011,757.85,65.418,100,-3264924.175,-3383428.329,925031.4951,375.8323925,83.88102121,-0.572957795,1.088619811
847091,Own1,0.546,0.604,12970.374,12486.665,1.465,0.002,0.02,1.463,0.076,765.358,634.651,0.711,81.871,758.91,55.912,100,-3262424.449,-3360328.78,927025.4599,376.0213953,83.93831699,0.114591559,1.14591559
847191,Own1,0.546,0.604,12965.998,12480.83,1.465,0.011,0.02,1.464,0.076,765.53,634.838,0.711,81.753,759.567,49.107,100,-3259928.991,-3337196.922,928729.6784,376.1321901,83.93831699,0.630253575,1.14591559
847291,Own1,0.546,0.604,12961.496,12474.682,1.465,0.022,0.021,1.464,0.076,765.705,635.049,0.711,81.592,760.245,40.926,100,-3257437.129,-3314045.038,930226.478,376.2572045,83.93831699,1.260507149,1.20321137
847391,Own1,0.546,0.604,12957.813,12469.346,1.466,0.033,0.022,1.464,0.076,765.844,635.191,0.711,81.41,760.801,32.732,99,-3254950.175,-3290872.489,931473.9176,376.3413374,83.99561277,1.890760724,1.260507149
847490,Own1,0.546,0.604,12954.552,12464.554,1.466,0.045,0.022,1.465,0.076,765.963,635.344,0.711,81.17,761.298,23.161,100,-3252493.582,-3267914.887,932461.6243,376.4319876,83.99561277,2.578310078,1.260507149
847590,Own1,0.546,0.604,12952.907,12462.048,1.466,0.054,0.023,1.465,0.076,766.019,635.426,0.712,80.981,761.552,16.318,100,-3250019.49,-3244710.242,933167.5802,376.4805714,83.99561277,3.093972094,1.317802929
847690,Own1,0.546,0.604,12951.686,12459.859,1.467,0.065,0.024,1.465,0.075,766.054,635.467,0.712,80.734,761.745,8.105,100,-3247551.159,-3221497.855,933664.9589,376.5048633,84.05290855,3.724225668,1.375098708
847790,Own1,0.546,0.604,12951.286,12457.751,1.467,0.076,0.025,1.466,0.075,766.056,635.489,0.712,80.467,761.818,-0.105,100,-3245090.357,-3198279.585,933912.0023,376.517898,84.05290855,4.354479243,1.432394488
847890,Own1,0.546,0.604,12951.857,12456.459,1.468,0.088,0.025,1.466,0.075,766.015,635.46,0.711,80.129,761.751,-9.673,99,-3242637.693,-3175059.09,933908.8018,376.5007159,84.11020433,5.042028597,1.432394488
847989,Own1,0.546,0.604,12952.947,12456.618,1.468,0.097,0.026,1.466,0.075,765.958,635.41,0.711,79.87,761.604,-16.499,100,-3240219.755,-3152072.822,933616.9136,376.4710917,84.11020433,5.557690613,1.489690267
848089,Own1,0.546,0.604,12955.007,12457.559,1.468,0.108,0.027,1.467,0.075,765.858,635.317,0.711,79.54,761.317,-24.682,100,-3237785.288,-3128858.849,933114.0179,376.4159905,84.11020433,6.187944187,1.546986047
848189,Own1,0.546,0.604,12957.884,12458.767,1.469,0.118,0.028,1.467,0.075,765.725,635.179,0.711,79.19,760.91,-32.858,100,-3235360.879,-3105653.625,932361.7014,376.3342275,84.1675001,6.760901983,1.604281826
848289,Own1,0.546,0.604,12961.578,12460.139,1.469,0.129,0.028,1.468,0.075,765.557,635.005,0.711,78.819,760.384,-41.027,100,-3232947.139,-3082460.806,931360.1774,376.2311351,84.1675001,7.391155557,1.604281826
848389,Own1,0.546,0.604,12966.089,12461.795,1.47,0.14,0.029,1.468,0.075,765.356,634.809,0.711,78.427,759.737,-49.186,99,-3230544.706,-3059284.02,930109.6592,376.115008,84.22479588,8.021409132,1.661577606
848488,Own1,0.546,0.604,12971.415,12464.476,1.47,0.151,0.03,1.468,0.076,765.121,634.559,0.711,78.015,758.971,-57.336,100,-3228178.127,-3036358.525,928625.4438,375.9668867,84.22479588,8.651662706,1.718873385
848588,Own1,0.546,0.604,12977.555,12469.446,1.471,0.161,0.031,1.469,0.076,764.852,634.304,0.71,77.582,758.086,-65.471,100,-3225800.201,-3013224.808,926877.8213,375.8158029,84.28209166,9.224620502,1.776169165
848688,Own1,0.546,0.604,12983.293,12474.275,1.471,0.17,0.031,1.469,0.075,764.603,634.018,0.71,77.129,757.083,-73.581,100,-3223435.473,-2990118.066,924882.2409,375.6463521,84.28209166,9.740282517,1.776169165
848788,Own1,0.546,0.604,12992.27,12481.811,1.472,0.182,0.032,1.47,0.075,764.218,633.625,0.71,76.659,755.968,-81.64,100,-3221084.552,-2967041.895,922639.4648,375.4135054,84.33938744,10.42783187,1.833464944
848888,Own1,0.546,0.604,13000.834,12489.243,1.472,0.192,0.033,1.47,0.075,763.857,633.268,0.71,76.171,754.747,-89.627,99,-3218747.958,-2943999.71,920151.0473,375.2019881,84.33938744,11.00078967,1.890760724
848987,Own1,0.546,0.604,13010.193,12498.409,1.473,0.202,0.034,1.471,0.074,763.468,632.845,0.709,75.666,753.423,-97.533,100,-3216449.454,-2921224.792,917446.5018,374.9513668,84.39668322,11.57374746,1.948056503
849087,Own1,0.546,0.604,13018.593,12506.787,1.473,0.211,0.035,1.471,0.074,763.122,632.493,0.709,75.234,752.241,-104.063,100,-3214143.127,-2898260.18,914473.6598,374.742812,84.39668322,12.08940948,2.005352283
849187,Own1,0.546,0.604,13031.263,12519.453,1.474,0.223,0.036,1.472,0.074,762.605,631.888,0.708,74.609,750.467,-113.133,100,-3211849.966,-2875331.595,911301.781,374.3843584,84.453979,12.77695883,2.062648062
849287,Own1,0.546,0.604,13042.963,12531.152,1.475,0.233,0.036,1.472,0.074,762.128,631.42,0.708,74.055,748.832,-120.859,100,-3209575.856,-2852457.083,907853.4452,374.1070753,84.51127478,13.34991663,2.062648062
849387,Own1,0.546,0.604,13055.434,12543.623,1.475,0.244,0.037,1.473,0.074,761.621,630.842,0.708,73.483,747.089,-128.55,100,-3207318.633,-2829632.406,904169.6181,373.7646188,84.51127478,13.9801702,2.119943842
849487,Own1,0.546,0.604,13066.413,12554.602,1.476,0.252,0.038,1.473,0.074,761.174,630.4,0.707,72.992,745.554,-134.934,99,-3205078.844,-2806860.856,900251.3664,373.5027402,84.56857056,14.43853644,2.177239621
849586,Own1,0.546,0.604,13082.674,12570.863,1.477,0.264,0.039,1.474,0.074,760.511,629.693,0.707,72.285,743.28,-143.831,100,-3202876.269,-2784363.342,896179.6565,373.0838531,84.62586634,15.12608579,2.234535401
849686,Own1,0.546,0.604,13097.437,12586.072,1.477,0.275,0.04,1.474,0.074,759.911,629.028,0.706,71.66,741.217,-151.415,100,-3200672.995,-2761707.892,891795.6343,372.6898504,84.62586634,15.75633937,2.291831181
849786,Own1,0.546,0.604,13112.956,12602.471,1.478,0.285,0.041,1.475,0.074,759.28,628.305,0.706,71.018,739.051,-158.955,100,-3198488.772,-2739115.323,887180.449,372.2614835,84.68316212,16.32929716,2.34912696
849886,Own1,0.546,0.604,13126.463,12616.704,1.478,0.294,0.041,1.475,0.074,758.731,627.739,0.705,70.471,737.168,-165.2,100,-3196324.117,-2716588.774,882335.4417,371.9261368,84.68316212,16.84495918,2.34912696
849986,Own1,0.546,0.604,13146.243,12637.315,1.479,0.306,0.042,1.476,0.074,757.928,626.901,0.704,69.686,734.414,-173.885,99,-3194176.134,-2694119.621,877300.0844,371.4296341,84.7404579,17.53250853,2.40642274
850085,Own1,0.546,0.604,13164.002,12656.17,1.48,0.316,0.043,1.477,0.074,757.208,626.18,0.704,68.996,731.945,-181.276,100,-3192073.32,-2671958.262,872053.006,371.0024522,84.79775368,18.10546633,2.463718519
850185,Own1,0.546,0.604,13182.497,12675.467,1.481,0.326,0.044,1.477,0.074,756.459,625.35,0.703,68.289,729.377,-188.616,100,-3189970.296,-2649648.307,866527.6463,370.5106894,84.85504946,18.67842412,2.521014299
850285,Own1,0.546,0.604,13198.468,12691.891,1.481,0.335,0.045,1.478,0.075,755.812,624.684,0.703,67.689,727.162,-194.695,100,-3187888.822,-2627416.626,860778.5607,370.1160942,84.85504946,19.19408614,2.578310078
850385,Own1,0.546,0.604,13218.301,12712.124,1.482,0.347,0.046,1.479,0.075,754.872,623.794,0.702,66.83,723.945,-203.148,100,-3185825.636,-2605252.458,854844.185,369.5887823,84.91234524,19.88163549,2.635605858
850485,Own1,0.546,0.604,13242.351,12736.763,1.483,0.358,0.047,1.479,0.075,754.034,622.748,0.701,66.077,721.082,-210.341,99,-3183788.633,-2583186.346,848652.1586,368.9690426,84.96964102,20.51188907,2.692901637
850584,Own1,0.546,0.604,13260.128,12755.673,1.483,0.366,0.048,1.48,0.075,753.314,622.006,0.7,65.437,718.62,-216.298,100,-3181794.722,-2561427.288,842304.9997,368.5294185,84.96964102,20.9702553,2.750197417
850684,Own1,0.546,0.604,13282.113,12778.956,1.484,0.377,0.048,1.481,0.075,752.422,621.018,0.7,64.656,715.579,-223.397,100,-3179800.178,-2539523.484,835712.1565,367.9440431,85.0269368,21.60050888,2.750197417
850784,Own1,0.546,0.604,13304.806,12803.093,1.485,0.387,0.048,1.481,0.075,751.5,619.997,0.699,63.733,711.909,-231.607,100,-3177829.439,-2517712.371,828902.9331,367.3391156,85.08423258,22.17346667,2.750197417
850884,Own1,0.546,0.604,13332.166,12832.292,1.486,0.399,0.047,1.482,0.075,750.388,618.804,0.698,62.944,708.662,-238.578,100,-3175886.834,-2496013.121,821843.4659,366.6322806,85.14152836,22.86101603,2.692901637
850984,Own1,0.546,0.604,13352.288,12854.35,1.486,0.408,0.046,1.483,0.076,749.57,617.961,0.697,62.294,705.884,-244.343,99,-3173968.278,-2474412.84,814571.5201,366.1328155,85.14152836,23.37667804,2.635605858
851083,Own1,0.546,0.604,13377.066,12881.641,1.487,0.418,0.044,1.483,0.076,748.561,616.844,0.696,61.525,702.458,-251.22,100,-3172088.521,-2453112.391,807198.3315,365.4710094,85.19882414,23.94963584,2.521014299
851183,Own1,0.546,0.604,13406.842,12914.638,1.488,0.431,0.044,1.484,0.077,747.344,615.541,0.695,60.634,698.322,-259.218,100,-3170213.216,-2431701.21,799541.0528,364.699001,85.25611992,24.69448097,2.521014299
851283,Own1,0.546,0.604,13433.107,12944.121,1.488,0.442,0.044,1.485,0.078,746.264,614.309,0.694,59.865,694.643,-266.077,100,-3168365.069,-2410416.097,791639.9921,363.9690591,85.25611992,25.32473454,2.521014299
851383,Own1,0.546,0.604,13455.518,12969.115,1.489,0.452,0.044,1.485,0.079,745.336,613.396,0.693,59.213,691.479,-271.802,100,-3166540.362,-2389243.121,783529.8665,363.42812,85.31341569,25.89769234,2.521014299
851483,Own1,0.546,0.604,13483.042,12999.081,1.49,0.464,0.045,1.486,0.08,744.19,612.256,0.692,58.415,687.562,-278.685,100,-3164735.528,-2368166.585,775245.2408,362.7526868,85.37071147,26.58524169,2.578310078
851583,Own1,0.546,0.604,13516.024,13034.556,1.491,0.477,0.046,1.487,0.081,742.807,610.663,0.691,57.461,682.827,-286.719,100,-3162955.017,-2347209.44,766750.8187,361.8088577,85.42800725,27.33008683,2.635605858
851683,Own1,0.546,0.604,13545.04,13065.922,1.491,0.489,0.047,1.488,0.082,741.584,609.449,0.69,56.624,678.633,-293.594,100,-3161203.584,-2326396.62,758011.5173,361.0895805,85.42800725,28.01763618,2.692901637
851783,Own1,0.546,0.604,13569.744,13092.453,1.492,0.498,0.047,1.488,0.082,740.538,608.384,0.689,55.914,675.046,-299.306,99,-3159477.664,-2305711.635,749062.6634,360.4585836,85.48530303,28.5332982,2.692901637
851882,Own1,0.546,0.604,13600.017,13124.196,1.493,0.51,0.048,1.489,0.083,739.253,606.981,0.688,55.049,670.633,-306.13,100,-3157790.427,-2285341.739,740030.9351,359.6273267,85.54259881,29.22084755,2.750197417
851982,Own1,0.546,0.604,13636.194,13161.839,1.494,0.523,0.048,1.49,0.084,737.711,605.351,0.687,54.027,665.339,-314.044,100,-3156112.513,-2264900.597,730699.9793,358.6615757,85.59989459,29.96569269,2.750197417
852082,Own1,0.546,0.604,13662.598,13189.533,1.495,0.533,0.048,1.49,0.084,736.583,604.068,0.686,53.291,661.467,-319.651,100,-3154465.75,-2244620.817,721127.8018,357.901417,85.65719037,30.53865048,2.750197417
852182,Own1,0.546,0.604,13694.897,13223.222,1.495,0.544,0.048,1.491,0.084,735.203,602.704,0.685,52.408,656.734,-326.309,100,-3152841.421,-2224459.058,711384.7208,357.0932671,85.65719037,31.16890406,2.750197417
852282,Own1,0.546,0.604,13727.857,13257.435,1.496,0.555,0.047,1.492,0.085,733.795,601.172,0.683,51.53,651.919,-332.87,99,-3151244.005,-2204441.562,701438.7015,356.1855796,85.71448615,31.79915763,2.692901637
852381,Own1,0.546,0.604,13761.468,13291.953,1.497,0.566,0.046,1.493,0.085,732.361,599.805,0.682,50.517,646.205,-340.391,100,-3149689.058,-2184769.537,691394.1606,355.3756521,85.77178193,32.4294112,2.635605858
852481,Own1,0.546,0.604,13795.718,13327.011,1.497,0.577,0.045,1.493,0.085,730.901,598.169,0.681,49.804,642.062,-345.676,100,-3148149.282,-2165072.969,681018.9167,354.4063462,85.77178193,33.05966478,2.578310078
852581,Own1,0.546,0.604,13830.599,13362.57,1.498,0.589,0.044,1.494,0.085,729.414,596.553,0.68,48.959,637.02,-351.928,100,-3146631.237,-2145502.681,670482.5841,353.4488899,85.82907771,33.74721413,2.521014299
852681,Own1,0.546,0.604,13866.101,13398.667,1.499,0.6,0.043,1.495,0.085,727.899,595.113,0.678,48.126,631.892,-358.097,100,-3145138.949,-2126086.075,659755.6882,352.5957111,85.88637349,34.37746771,2.463718519
852781,Own1,0.546,0.604,13902.216,13435.419,1.499,0.611,0.041,1.495,0.086,726.356,593.441,0.677,47.305,626.677,-364.187,100,-3143672.05,-2106825.773,648840.759,351.6050756,85.88637349,35.00772128,2.34912696
852881,Own1,0.546,0.604,13945.115,13479.103,1.5,0.624,0.04,1.496,0.087,724.52,591.462,0.675,46.363,620.478,-371.197,99,-3142230.176,-2087724.426,637740.2042,350.4325472,85.94366927,35.75256642,2.291831181
852980,Own1,0.546,0.604,13976.254,13510.755,1.5,0.634,0.038,1.497,0.087,723.185,590.116,0.674,45.699,615.974,-376.145,100,-3140831.147,-2069001.15,626539.1243,349.635062,85.94366927,36.32552421,2.177239621
853080,Own1,0.546,0.604,14014.163,13549.179,1.501,0.646,0.037,1.497,0.088,721.558,588.412,0.673,44.914,610.487,-382.014,100,-3139438.224,-2050226.035,615074.0853,348.625467,86.00096505,37.01307357,2.119943842
853180,Own1,0.546,0.604,14052.654,13588.322,1.501,0.657,0.036,1.498,0.088,719.903,586.571,0.671,44.142,604.912,-387.807,100,-3138069.229,-2031618.164,603430.157,347.5347015,86.00096505,37.64332714,2.062648062
853280,Own1,0.546,0.604,14091.722,13628.436,1.502,0.669,0.034,1.499,0.089,718.222,584.756,0.67,43.382,599.25,-393.524,100,-3136723.764,-2013180.223,591609.6559,346.4593407,86.05826083,38.33087649,1.948056503
853380,Own1,0.546,0.604,14131.357,13669.303,1.502,0.68,0.033,1.499,0.09,716.514,583.086,0.668,42.635,593.502,-399.162,99,-3135401.465,-1994914.86,579614.8985,345.4698902,86.05826083,38.96113007,1.890760724
853479,Own1,0.546,0.604,14171.552,13710.131,1.503,0.692,0.031,1.5,0.09,714.78,581.277,0.667,41.9,587.668,-404.724,100,-3134114.93,-1977005.601,567569.9589,344.3980843,86.11555661,39.64867942,1.776169165
853579,Own1,0.546,0.604,14212.299,13750.993,1.503,0.704,0.03,1.5,0.091,713.019,579.56,0.665,41.179,581.748,-410.209,100,-3132837.802,-1959093.263,555233.8213,343.380787,86.11555661,40.33622878,1.718873385
853679,Own1,0.546,0.604,14253.59,13792.317,1.504,0.716,0.028,1.501,0.092,711.234,577.586,0.664,40.47,575.747,-415.61,100,-3131582.651,-1941361.368,542730.499,342.211221,86.17285239,41.02377813,1.604281826
853779,Own1,0.546,0.604,14295.418,13833.857,1.504,0.727,0.027,1.501,0.092,709.422,575.704,0.662,39.775,569.663,-420.931,100,-3130349.11,-1923812.386,530062.5521,341.0961637,86.17285239,41.65403171,1.546986047
853879,Own1,0.546,0.604,14337.774,13875.174,1.504,0.739,0.025,1.502,0.093,707.586,573.918,0.66,39.092,563.495,-426.173,100,-3129136.754,-1906448.847,517232.4192,340.0379849,86.17285239,42.34158106,1.432394488
853979,Own1,0.546,0.605,14380.65,13916.802,1.505,0.751,0.024,1.502,0.094,705.724,571.929,0.659,38.423,557.248,-431.33,99,-3127945.215,-1889273.31,504242.5082,338.8595316,86.23014817,43.02913041,1.375098708
854078,Own1,0.546,0.605,14424.037,13958.938,1.505,0.763,0.023,1.502,0.095,703.838,569.855,0.657,37.764,550.917,-436.409,100,-3126785.779,-1872458.036,491226.8809,337.6307171,86.23014817,43.71667977,1.317802929
854178,Own1,0.546,0.605,14467.929,14001.801,1.505,0.776,0.022,1.503,0.096,701.926,567.878,0.655,37.111,544.495,-441.417,100,-3125634.718,-1855665.881,477924.9729,336.4593736,86.23014817,44.4615249,1.260507149
854278,Own1,0.546,0.605,14512.319,14045.088,1.506,0.788,0.022,1.503,0.097,699.989,566.002,0.654,36.458,537.977,-446.359,100,-3124503.561,-1839069.472,464470.4191,335.3478712,86.28744395,45.14907426,1.260507149
854378,Own1,0.546,0.605,14557.199,14088.802,1.506,0.801,0.022,1.504,0.098,698.025,563.916,0.652,35.802,531.357,-451.239,100,-3123392.308,-1822671.734,450865.2313,334.1119468,86.28744395,45.89391939,1.260507149
854478,Own1,0.546,0.605,14594.97,14125.604,1.506,0.811,0.022,1.504,0.099,696.367,562.019,0.651,35.14,524.63,-456.06,99,-3122301.05,-1806475.775,437111.2994,332.9880022,86.28744395,46.46687719,1.260507149
854577,Own1,0.546,0.605,14648.409,14177.891,1.507,0.827,0.022,1.504,0.101,694.011,559.854,0.648,34.472,517.79,-460.821,100,-3121240.68,-1790644.768,423349.4303,331.7052715,86.34473973,47.38360966,1.260507149
854677,Own1,0.546,0.605,14694.727,14223.061,1.508,0.84,0.023,1.505,0.102,691.956,557.685,0.647,33.795,510.827,-465.53,100,-3120189.961,-1774862.337,409303.4354,330.4201708,86.40203551,48.12845479,1.317802929
854777,Own1,0.546,0.605,14733.683,14260.984,1.508,0.851,0.023,1.505,0.103,690.218,555.714,0.645,33.223,504.925,-469.413,100,-3119159.877,-1759292.14,395113.9085,329.2523823,86.40203551,48.75870837,1.317802929
854877,Own1,0.546,0.605,14780.855,14307.133,1.509,0.865,0.023,1.506,0.105,688.101,553.749,0.643,32.528,497.723,-474.023,100,-3118147.228,-1743901.839,380806.0263,328.0881486,86.45933129,49.56084928,1.317802929
854977,Own1,0.546,0.605,14836.468,14362.964,1.509,0.881,0.024,1.506,0.107,685.585,551.19,0.641,31.704,489.154,-479.324,99,-3117155.762,-1728731.058,366357.6295,326.5719787,86.45933129,50.47758175,1.375098708
855076,Own1,0.546,0.605,14884.624,14411.632,1.51,0.895,0.025,1.507,0.109,683.389,548.895,0.639,30.988,481.674,-483.788,100,-3116199.076,-1713970.558,351893.7561,325.2122249,86.51662706,51.27972266,1.432394488
855176,Own1,0.546,0.605,14925.093,14452.599,1.51,0.907,0.025,1.507,0.11,681.531,547.081,0.637,30.384,475.35,-487.446,100,-3115254.55,-1699288.956,337147.7185,324.1374566,86.51662706,51.96727202,1.432394488
855276,Own1,0.546,0.605,14982.256,14502.243,1.511,0.923,0.026,1.508,0.111,678.888,544.663,0.635,29.528,466.363,-492.467,100,-3114328.435,-1684800.112,322290.1838,322.7048271,86.57392284,52.88400449,1.489690267
855376,Own1,0.546,0.605,15031.713,14560.942,1.512,0.937,0.027,1.508,0.113,676.586,542.027,0.633,28.785,458.54,-496.67,100,-3113428.41,-1670585.195,307279.6071,321.1430358,86.63121862,53.6861454,1.546986047
855476,Own1,0.546,0.605,15081.586,14611.813,1.513,0.952,0.027,1.509,0.114,674.249,539.815,0.631,28.034,450.612,-500.775,100,-3112551.033,-1656608.726,292140.9214,319.8324583,86.6885144,54.5455821,1.546986047
855576,Own1,0.546,0.605,15123.457,14654.385,1.514,0.963,0.028,1.509,0.116,672.276,537.703,0.629,27.401,443.927,-504.117,99,-3111696.546,-1642873.905,276877.1138,318.5811293,86.74581018,55.17583567,1.604281826
855675,Own1,0.546,0.605,15174.066,14705.474,1.514,0.978,0.029,1.51,0.117,669.879,535.236,0.627,26.635,435.815,-508.672,100,-3110869.705,-1629478.156,261665.0975,317.1194681,86.74581018,56.03527236,1.661577606
855775,Own1,0.546,0.605,15233.596,14765.528,1.515,0.995,0.03,1.511,0.119,667.042,532.611,0.625,25.73,426.226,-512.459,100,-3110057.861,-1616194.354,246160.5864,315.5641941,86.80310596,57.00930062,1.718873385
