Time,Own1.OwnIdent.Parameters.Name,Own1.OwnPlatform.StateVector.PresentPos.Latitude,Own1.OwnPlatform.StateVector.PresentPos.Longitude,Own1.OwnPlatform.StateVector.PresentPos.AltitudeSea,Own1.OwnPlatform.StateVector.PresentPos.AltitudeGround,Own1.OwnPlatform.StateVector.PresentPos.Heading,Own1.OwnPlatform.StateVector.PresentPos.Pitch,Own1.OwnPlatform.StateVector.PresentPos.Roll,Own1.OwnPlatform.StateVector.DirectionAngles.TrackAngle,Own1.OwnPlatform.StateVector.IncidenceAngles.Alpha,Own1.OwnPlatform.StateVector.Velocity.TAS,Own1.OwnPlatform.StateVector.Velocity.CAS,Own1.OwnPlatform.StateVector.Velocity.Mach,Own1.OwnPlatform.StateVector.Velocity.North,Own1.OwnPlatform.StateVector.Velocity.East,Own1.OwnPlatform.StateVector.Velocity.Down,timeDifferences,North,East,Down,CAS,Heading,Pitch,Roll
msec,N/A,rad,rad,ft,ft,rad,rad,rad,rad,rad,ft/sec,ft/sec,N/A,ft/sec,ft/sec,ft/sec,msec,m/sec,m/sec,m/sec,k/sec,deg,deg,deg
507444,Own1,0.547,0.605,16013.776,15566.649,4.697,-0.013,-0.5,-1.567,0.045,574.185,450.066,0.539,2.133,-573.368,30.541,100,0,0,0,266.6574941,269.1182764,-0.744845134,-28.64788976
507544,Own1,0.547,0.605,16011.236,15564.621,4.693,-0.011,-0.501,-1.57,0.046,574.137,450.043,0.539,0.621,-573.331,30.41,100,65.01463058,-17476.46915,930.9009998,266.643867,268.8890933,-0.630253575,-28.70518554
507644,Own1,0.547,0.605,16008.206,15562.139,4.689,-0.009,-0.501,-1.573,0.049,574.07,450.017,0.539,-1.24,-573.276,30.172,100,83.94294075,-34951.81053,1857.809071,266.6284623,268.6599101,-0.515662016,-28.70518554
507744,Own1,0.547,0.605,16004.709,15559.202,4.683,-0.004,-0.502,-1.577,0.053,573.971,449.959,0.539,-3.501,-573.19,29.733,100,46.14728115,-52425.47549,2777.462814,266.5940982,268.3161355,-0.229183118,-28.76248132
507844,Own1,0.547,0.605,16001.763,15556.806,4.677,0.002,-0.501,-1.58,0.058,573.865,449.887,0.539,-5.544,-573.097,29.165,90,-60.56449646,-69896.51914,3683.735674,266.5514392,267.9723608,0.114591559,-28.70518554
507934,Own1,0.547,0.605,15999.358,15554.998,4.671,0.006,-0.501,-1.584,0.063,573.759,449.826,0.539,-7.335,-573.002,28.527,109,-212.6493538,-85617.90722,4483.799683,266.5152976,267.6285861,0.343774677,-28.70518554
508043,Own1,0.547,0.605,15996.552,15552.778,4.665,0.013,-0.501,-1.588,0.068,573.606,449.717,0.539,-9.594,-572.864,27.558,100,-456.3444891,-104655.0988,5431.569434,266.4507167,267.2848114,0.744845134,-28.70518554
508143,Own1,0.547,0.605,15993.853,15550.797,4.659,0.02,-0.5,-1.592,0.072,573.395,449.595,0.539,-12.368,-572.664,26.165,100,-748.7731651,-122116.2058,6271.547488,266.3784335,266.9410368,1.14591559,-28.64788976
508243,Own1,0.547,0.605,15990.866,15548.727,4.652,0.025,-0.5,-1.597,0.076,573.19,449.426,0.538,-14.839,-572.462,24.791,92,-1125.754389,-139571.2168,7069.066386,266.2783035,266.5399663,1.432394488,-28.64788976
508335,Own1,0.547,0.605,15988.851,15547.427,4.647,0.028,-0.501,-1.6,0.078,573.006,449.29,0.538,-16.941,-572.271,23.566,102,-1541.868752,-155624.1624,7764.254145,266.1977255,266.2534874,1.604281826,-28.70518554
508437,Own1,0.547,0.605,15986.57,15546.239,4.642,0.032,-0.502,-1.605,0.079,572.773,449.12,0.538,-19.495,-572.017,22.04,100,-2068.56407,-173416.0552,8496.920568,266.097003,265.9670085,1.833464944,-28.76248132
508537,Own1,0.547,0.605,15984.444,15545.433,4.638,0.034,-0.504,-1.609,0.079,572.528,448.944,0.538,-22.493,-571.687,20.244,99,-2662.778895,-190851.3454,9168.707937,265.9927256,265.7378254,1.948056503,-28.87707287
508636,Own1,0.547,0.605,15982.155,15543.987,4.633,0.036,-0.508,-1.615,0.078,572.235,448.726,0.537,-25.055,-571.38,18.747,100,-3341.517922,-208102.3247,9779.582114,265.8635638,265.4513465,2.062648062,-29.10625599
508736,Own1,0.547,0.605,15980.643,15542.999,4.629,0.037,-0.512,-1.618,0.077,572.023,448.564,0.537,-27.174,-571.108,17.559,100,-4105.203609,-225518.1989,10350.99762,265.7675812,265.2221634,2.119943842,-29.33543911
508836,Own1,0.547,0.605,15978.955,15541.794,4.625,0.038,-0.517,-1.623,0.075,571.767,448.371,0.537,-29.697,-570.765,16.218,100,-4933.477201,-242925.7824,10886.20245,265.6532315,264.9929802,2.177239621,-29.62191801
508936,Own1,0.547,0.605,15977.396,15540.844,4.621,0.039,-0.523,-1.627,0.074,571.509,448.171,0.537,-32.202,-570.405,14.968,99,-5838.652768,-260322.9112,11380.5331,265.5347345,264.7637971,2.234535401,-29.96569269
509035,Own1,0.547,0.605,15975.73,15539.798,4.616,0.041,-0.53,-1.632,0.073,571.205,447.946,0.536,-35.114,-569.963,13.6,100,-6810.366374,-277535.2054,11832.20099,265.4014253,264.4773182,2.34912696,-30.36676314
509135,Own1,0.547,0.605,15974.636,15538.776,4.612,0.042,-0.534,-1.636,0.073,570.986,447.776,0.536,-37.194,-569.633,12.666,100,-7880.654109,-294907.8889,12246.73403,265.3007028,264.2481351,2.40642274,-30.59594626
509235,Own1,0.547,0.605,15973.425,15537.565,4.608,0.043,-0.539,-1.64,0.072,570.72,447.565,0.536,-39.701,-569.22,11.567,100,-9014.341014,-312270.5139,12632.7984,265.1756884,264.018952,2.463718519,-30.88242516
509335,Own1,0.547,0.605,15972.322,15536.449,4.603,0.044,-0.544,-1.645,0.072,570.45,447.358,0.536,-42.221,-568.789,10.489,100,-10224.44221,-329620.5505,12985.36485,265.0530439,263.7324731,2.521014299,-31.16890406
509435,Own1,0.547,0.605,15971.326,15535.441,4.599,0.046,-0.549,-1.649,0.071,570.177,447.148,0.535,-44.749,-568.34,9.441,100,-11511.35394,-346957.45,13305.07346,264.928622,263.50329,2.635605858,-31.45538295
509535,Own1,0.547,0.605,15970.433,15534.536,4.594,0.047,-0.553,-1.654,0.071,569.901,446.934,0.535,-47.279,-567.874,8.426,100,-12875.32004,-364280.6639,13592.83864,264.8018301,263.2168111,2.692901637,-31.68456607
509635,Own1,0.547,0.605,15969.639,15533.989,4.59,0.048,-0.556,-1.658,0.07,569.624,446.713,0.535,-49.805,-567.394,7.449,99,-14316.40149,-381589.6739,13849.66624,264.6708909,262.987628,2.750197417,-31.85645341
509734,Own1,0.547,0.605,15968.942,15533.859,4.586,0.049,-0.56,-1.663,0.069,569.345,446.496,0.535,-52.324,-566.898,6.511,100,-15819.2956,-398711.1095,14074.44404,264.5423216,262.7584448,2.807493196,-32.08563653
509834,Own1,0.547,0.605,15968.336,15533.901,4.582,0.049,-0.563,-1.667,0.068,569.066,446.277,0.534,-54.831,-566.391,5.617,100,-17414.15051,-415990.3706,14272.90173,264.4125673,262.5292617,2.807493196,-32.25752387
509934,Own1,0.547,0.605,15967.817,15533.911,4.578,0.05,-0.566,-1.672,0.067,568.787,446.055,0.534,-57.322,-565.872,4.772,100,-19085.41971,-433254.1782,14444.10997,264.2810355,262.3000786,2.864788976,-32.4294112
510034,Own1,0.547,0.605,15967.379,15534,4.574,0.05,-0.569,-1.676,0.066,568.51,445.835,0.534,-59.792,-565.343,3.985,100,-20832.61552,-450502.1665,14589.5623,264.1506888,262.0708955,2.864788976,-32.60129854
510134,Own1,0.547,0.605,15967.017,15534.053,4.57,0.05,-0.572,-1.681,0.065,568.235,445.615,0.534,-62.235,-564.807,3.262,100,-22655.09784,-467734.0307,14711.02658,264.020342,261.8417124,2.864788976,-32.77318588
510234,Own1,0.547,0.605,15966.769,15534.356,4.567,0.05,-0.574,-1.684,0.063,568.007,445.435,0.533,-64.649,-564.265,2.607,99,-24552.04371,-484949.5574,14810.45355,263.9136946,261.669825,2.864788976,-32.88777744
510333,Own1,0.547,0.605,15966.494,15534.687,4.563,0.05,-0.577,-1.689,0.062,567.692,445.183,0.533,-67.032,-563.717,2.019,100,-26502.86394,-501976.5737,14889.12125,263.7643883,261.4406419,2.864788976,-33.05966478
510433,Own1,0.547,0.605,15966.319,15534.97,4.559,0.049,-0.578,-1.693,0.06,567.424,444.968,0.533,-69.381,-563.164,1.496,100,-28546.02414,-519158.8768,14950.66112,263.637004,261.2114588,2.807493196,-33.11696056
510533,Own1,0.547,0.605,15966.176,15535.43,4.555,0.049,-0.579,-1.698,0.059,567.115,444.721,0.533,-72.071,-562.517,0.972,110,-30660.78274,-536324.3243,14996.25975,263.4906601,260.9822757,2.807493196,-33.17425634
510643,Own1,0.547,0.605,15966.108,15535.813,4.553,0.048,-0.579,-1.702,0.057,566.897,444.546,0.532,-73.956,-562.052,0.653,99,-33077.20861,-555184.6236,15028.84937,263.3869752,260.8676841,2.750197417,-33.17425634
510742,Own1,0.547,0.605,15966.06,15536.175,4.549,0.048,-0.579,-1.706,0.056,566.639,444.338,0.532,-76.18,-561.495,0.329,100,-35308.87284,-572144.8613,15048.55401,263.2637383,260.638501,2.750197417,-33.17425634
510842,Own1,0.547,0.605,15966.04,15536.239,4.546,0.047,-0.579,-1.71,0.055,566.383,444.132,0.532,-78.364,-560.936,0.063,100,-37630.86747,-589259.437,15058.58205,263.1416863,260.4666137,2.692901637,-33.17425634
510942,Own1,0.547,0.605,15966.048,15536.257,4.542,0.046,-0.579,-1.714,0.053,566.088,443.894,0.532,-80.868,-560.282,-0.186,100,-40019.43124,-606356.9742,15060.50232,263.0006748,260.2374305,2.635605858,-33.17425634
511042,Own1,0.547,0.605,15966.07,15536.28,4.539,0.046,-0.579,-1.717,0.052,565.879,443.725,0.531,-82.632,-559.813,-0.328,100,-42484.31785,-623434.5772,15054.83297,262.9005448,260.0655432,2.635605858,-33.17425634
511142,Own1,0.547,0.605,15966.11,15536.32,4.536,0.045,-0.579,-1.721,0.052,565.63,443.525,0.531,-84.724,-559.249,-0.465,100,-45002.97184,-640497.885,15044.83541,262.7820477,259.8936559,2.578310078,-33.17425634
511242,Own1,0.547,0.605,15966.171,15536.381,4.532,0.045,-0.578,-1.726,0.051,565.344,443.293,0.531,-87.134,-558.589,-0.583,99,-47585.39076,-657544.0018,15030.66203,262.6445911,259.6644728,2.578310078,-33.11696056
511341,Own1,0.547,0.605,15966.223,15536.454,4.529,0.045,-0.578,-1.729,0.05,565.141,443.129,0.531,-88.837,-558.115,-0.643,100,-50214.70861,-674399.7415,15013.06968,262.5474235,259.4925854,2.578310078,-33.11696056
511441,Own1,0.547,0.605,15966.289,15536.874,4.526,0.044,-0.578,-1.732,0.05,564.9,442.935,0.531,-90.863,-557.545,-0.691,100,-52922.49329,-691411.2936,14993.4708,262.4324814,259.3206981,2.521014299,-33.11696056
511541,Own1,0.547,0.605,15966.36,15537.398,4.523,0.044,-0.577,-1.736,0.049,564.661,442.741,0.53,-92.876,-556.97,-0.724,100,-55692.03121,-708405.4718,14972.40886,262.3175392,259.1488107,2.521014299,-33.05966478
511641,Own1,0.547,0.605,15966.447,15538.178,4.518,0.044,-0.577,-1.74,0.049,564.383,442.516,0.53,-95.214,-556.293,-0.753,100,-58522.92612,-725382.1239,14950.34108,262.18423,258.8623318,2.521014299,-33.05966478
511741,Own1,0.547,0.605,15966.51,15538.76,4.515,0.044,-0.577,-1.743,0.049,564.184,442.355,0.53,-96.881,-555.803,-0.773,99,-61425.08413,-742338.1407,14927.38936,262.0888399,258.6904445,2.521014299,-33.05966478
511840,Own1,0.547,0.605,15966.589,15539.384,4.512,0.044,-0.576,-1.747,0.049,563.945,442.162,0.53,-98.879,-555.209,-0.798,100,-64348.52323,-759109.8113,14904.06364,261.9744902,258.5185572,2.521014299,-33.002369
511940,Own1,0.547,0.605,15966.67,15539.98,4.508,0.044,-0.576,-1.751,0.049,563.706,441.969,0.529,-100.872,-554.607,-0.822,100,-67362.39179,-776032.7874,14879.74031,261.8601406,258.289374,2.521014299,-33.002369
512040,Own1,0.547,0.605,15966.753,15540.647,4.504,0.044,-0.576,-1.754,0.049,563.467,441.775,0.529,-103.191,-553.897,-0.845,100,-70437.00774,-792937.4144,14854.68544,261.7451984,258.0601909,2.521014299,-33.002369
512140,Own1,0.547,0.605,15966.838,15541.383,4.501,0.044,-0.576,-1.758,0.049,563.228,441.582,0.529,-104.84,-553.385,-0.856,100,-73582.30767,-809820.4002,14828.92953,261.6308487,257.8883036,2.521014299,-33.002369
512240,Own1,0.547,0.605,15966.924,15541.98,4.497,0.045,-0.575,-1.762,0.05,562.989,441.389,0.529,-106.817,-552.763,-0.87,99,-76777.86973,-826687.7801,14802.83833,261.5164991,257.6591205,2.578310078,-32.94507322
512339,Own1,0.547,0.605,15967.013,15542.582,4.493,0.045,-0.575,-1.765,0.05,562.749,441.194,0.529,-108.802,-552.13,-0.904,104,-80001.13326,-843367.717,14776.58559,261.4009644,257.4299374,2.578310078,-32.94507322
512443,Own1,0.547,0.605,15967.106,15543.279,4.489,0.046,-0.575,-1.769,0.051,562.506,440.997,0.528,-110.802,-551.484,-0.966,100,-83450.11156,-860870.0091,14747.92916,261.2842448,257.2007542,2.635605858,-32.94507322
512543,Own1,0.547,0.605,15967.206,15543.861,4.485,0.046,-0.575,-1.773,0.051,562.261,440.799,0.528,-112.808,-550.827,-1.045,100,-86827.39759,-877679.4459,14718.48513,261.1669327,256.9715711,2.635605858,-32.94507322
512643,Own1,0.547,0.605,15967.315,15544.072,4.481,0.046,-0.574,-1.777,0.051,562.016,440.601,0.528,-114.809,-550.163,-1.121,99,-90265.82724,-894468.857,14686.63314,261.0496206,256.742388,2.635605858,-32.88777744
512742,Own1,0.547,0.605,15967.43,15544.2,4.478,0.046,-0.574,-1.78,0.051,561.771,440.403,0.528,-116.796,-549.495,-1.181,100,-93730.2539,-911070.3374,14652.80633,260.9323086,256.5705007,2.635605858,-32.88777744
512842,Own1,0.547,0.605,15967.55,15544.322,4.474,0.046,-0.574,-1.784,0.05,561.527,440.205,0.527,-118.767,-548.823,-1.221,93,-97290.23927,-927819.1487,14616.80901,260.8149965,256.3413175,2.635605858,-32.88777744
512935,Own1,0.547,0.605,15967.674,15544.445,4.471,0.046,-0.574,-1.788,0.05,561.284,440.009,0.527,-120.727,-548.146,-1.247,100,-100656.8971,-943376.4941,14582.19763,260.6988693,256.1694302,2.635605858,-32.88777744
513035,Own1,0.547,0.605,15967.8,15544.571,4.467,0.046,-0.575,-1.791,0.05,561.042,439.812,0.527,-122.682,-547.463,-1.269,99,-104336.7008,-960084.1874,14544.18861,260.5821497,255.9402471,2.635605858,-32.94507322
513134,Own1,0.547,0.605,15967.928,15544.699,4.463,0.046,-0.575,-1.795,0.05,560.799,439.615,0.527,-124.637,-546.772,-1.291,100,-108038.6997,-976604.1938,14505.89582,260.4654301,255.711064,2.635605858,-32.94507322
513234,Own1,0.547,0.605,15968.058,15544.849,4.459,0.046,-0.577,-1.799,0.051,560.555,439.418,0.526,-126.596,-546.071,-1.315,100,-111837.6817,-993270.007,14466.54566,260.3487105,255.4818808,2.635605858,-33.05966478
513334,Own1,0.547,0.605,15968.191,15545.268,4.455,0.046,-0.578,-1.802,0.051,560.311,439.219,0.526,-128.559,-545.361,-1.341,100,-115696.3747,-1009914.453,14426.46397,260.2308059,255.2526977,2.635605858,-33.11696056
513434,Own1,0.547,0.605,15968.326,15545.959,4.452,0.047,-0.58,-1.806,0.051,560.066,439.021,0.526,-130.526,-544.642,-1.367,100,-119614.9006,-1026537.259,14385.5898,260.1134939,255.0808104,2.692901637,-33.23155212
513534,Own1,0.547,0.605,15968.464,15547.018,4.448,0.047,-0.582,-1.81,0.051,559.82,438.823,0.526,-132.497,-543.913,-1.391,100,-123593.3815,-1043138.149,14343.92313,259.9961818,254.8516273,2.692901637,-33.34614368
513634,Own1,0.547,0.605,15968.604,15548.241,4.444,0.047,-0.584,-1.813,0.051,559.575,438.623,0.526,-134.473,-543.175,-1.41,99,-127631.9392,-1059716.819,14301.52493,259.8776847,254.6224442,2.692901637,-33.46073524
513733,Own1,0.547,0.605,15968.722,15549.203,4.44,0.047,-0.586,-1.817,0.051,559.329,438.457,0.525,-136.451,-542.428,-1.424,100,-131689.7382,-1076107.432,14258.97738,259.7793321,254.393261,2.692901637,-33.57532679
513833,Own1,0.547,0.605,15968.889,15550.382,4.436,0.047,-0.589,-1.821,0.051,559.082,438.225,0.525,-138.434,-541.671,-1.432,100,-135848.8152,-1092640.839,14215.57334,259.6418755,254.1640779,2.692901637,-33.74721413
513933,Own1,0.547,0.605,15969.032,15551.534,4.432,0.047,-0.591,-1.825,0.051,558.836,438.025,0.525,-140.42,-540.905,-1.433,100,-140068.3349,-1109151.172,14171.92545,259.5233785,253.9348948,2.692901637,-33.86180569
514033,Own1,0.547,0.605,15969.151,15552.316,4.429,0.047,-0.593,-1.828,0.051,558.631,437.858,0.525,-142.077,-540.26,-1.429,100,-144348.3885,-1125638.157,14128.24707,259.4244334,253.7630075,2.692901637,-33.97639725
514133,Own1,0.547,0.605,15969.294,15552.606,4.425,0.047,-0.596,-1.832,0.051,558.384,437.659,0.524,-144.401,-539.346,-1.416,99,-148678.9481,-1142105.482,14084.69062,259.3065289,253.5338243,2.692901637,-34.14828459
514232,Own1,0.547,0.605,15969.458,15552.789,4.42,0.047,-0.598,-1.836,0.051,558.097,437.426,0.524,-146.396,-538.553,-1.396,100,-153036.3302,-1158380.553,14041.96202,259.1684798,253.2473454,2.692901637,-34.26287615
514332,Own1,0.547,0.605,15969.596,15552.929,4.416,0.047,-0.601,-1.84,0.051,557.851,437.227,0.524,-148.393,-537.75,-1.369,100,-157498.5345,-1174795.848,13999.41142,259.0505752,253.0181623,2.692901637,-34.43476349
514432,Own1,0.547,0.605,15969.709,15553.043,4.413,0.047,-0.603,-1.843,0.052,557.645,437.06,0.524,-150.061,-537.074,-1.342,100,-162021.6081,-1191186.667,13957.6838,258.9516302,252.846275,2.692901637,-34.54935505
514532,Own1,0.547,0.605,15969.842,15553.181,4.409,0.047,-0.605,-1.847,0.052,557.399,436.861,0.523,-152.067,-536.253,-1.307,100,-166595.523,-1207556.882,13916.77914,258.8337256,252.6170919,2.692901637,-34.66394661
514632,Own1,0.547,0.605,15969.992,15553.767,4.404,0.047,-0.608,-1.852,0.052,557.11,436.627,0.523,-154.418,-535.281,-1.269,100,-171230.5816,-1223902.072,13876.94129,258.695084,252.330613,2.692901637,-34.83583394
514732,Own1,0.547,0.605,15970.117,15554.48,4.4,0.047,-0.61,-1.856,0.052,556.862,436.427,0.523,-156.442,-534.435,-1.241,99,-175937.2994,-1240217.635,13838.2617,258.576587,252.1014299,2.692901637,-34.9504255
514831,Own1,0.547,0.605,15970.22,15554.832,4.397,0.047,-0.611,-1.859,0.053,556.655,436.258,0.523,-158.137,-533.719,-1.225,100,-180658.0255,-1256344.514,13800.81383,258.4764569,251.9295425,2.692901637,-35.00772128
514931,Own1,0.547,0.605,15970.342,15555.112,4.392,0.048,-0.613,-1.863,0.053,556.406,436.056,0.523,-160.181,-532.849,-1.215,100,-185478.0999,-1272612.467,13763.47537,258.3567749,251.6430636,2.750197417,-35.12231284
515031,Own1,0.547,0.605,15970.484,15555.425,4.387,0.048,-0.615,-1.867,0.054,556.113,435.82,0.522,-162.579,-531.817,-1.216,100,-190360.4761,-1288853.902,13726.44172,258.2169484,251.3565847,2.750197417,-35.2369044
515131,Own1,0.547,0.605,15970.606,15555.709,4.383,0.048,-0.616,-1.872,0.054,555.862,435.617,0.522,-164.644,-530.917,-1.227,110,-195315.9443,-1305063.882,13689.37759,258.0966739,251.1274016,2.750197417,-35.29420018
515241,Own1,0.547,0.605,15970.709,15555.938,4.379,0.048,-0.617,-1.875,0.054,555.651,435.446,0.522,-166.372,-530.158,-1.243,100,-200836.1954,-1322864.683,13648.23823,257.9953589,250.8982185,2.750197417,-35.35149596
515341,Own1,0.547,0.605,15970.855,15556.219,4.374,0.049,-0.619,-1.88,0.055,555.356,435.207,0.522,-168.798,-529.08,-1.273,99,-205907.2757,-1339024.096,13610.35113,257.8537549,250.6117396,2.807493196,-35.46608752
515440,Own1,0.547,0.605,15970.984,15556.483,4.37,0.049,-0.62,-1.884,0.055,555.102,435.001,0.521,-170.884,-528.143,-1.307,100,-211000.851,-1354989.385,13571.93764,257.7317029,250.3825565,2.807493196,-35.5233833
515540,Own1,0.547,0.605,15971.117,15556.788,4.366,0.049,-0.621,-1.888,0.055,554.846,434.795,0.521,-172.976,-527.193,-1.346,100,-216209.4587,-1371087.379,13532.09979,257.6096509,250.1533734,2.807493196,-35.58067908
515640,Own1,0.547,0.605,15971.231,15557.272,4.362,0.05,-0.622,-1.891,0.056,554.633,434.622,0.521,-174.723,-526.392,-1.383,100,-221481.8313,-1387156.417,13491.07321,257.507151,249.9241902,2.864788976,-35.63797486
515740,Own1,0.547,0.605,15971.395,15557.992,4.357,0.05,-0.623,-1.896,0.056,554.333,434.38,0.521,-177.169,-525.257,-1.436,100,-226807.4531,-1403201.04,13448.91886,257.3637695,249.6377113,2.864788976,-35.69527064
515840,Own1,0.547,0.605,15971.541,15558.712,4.353,0.05,-0.624,-1.9,0.056,554.076,434.172,0.52,-179.263,-524.274,-1.478,100,-232207.6298,-1419211.068,13405.14905,257.2405326,249.4085282,2.864788976,-35.75256642
515940,Own1,0.547,0.605,15971.665,15559.39,4.349,0.05,-0.625,-1.904,0.056,553.862,433.998,0.52,-181.007,-523.448,-1.512,99,-237671.6325,-1435191.134,13360.09906,257.1374401,249.1793451,2.864788976,-35.8098622
516039,Own1,0.547,0.605,15971.818,15560.138,4.345,0.05,-0.626,-1.908,0.056,553.605,433.79,0.52,-183.093,-522.45,-1.543,100,-243133.6214,-1450986.474,13314.4736,257.0142032,248.950162,2.864788976,-35.86715798
516139,Own1,0.547,0.605,15971.999,15560.948,4.34,0.049,-0.63,-1.913,0.055,553.308,433.55,0.52,-185.514,-521.279,-1.553,100,-248714.3639,-1466910.944,13267.44239,256.8720067,248.6636831,2.807493196,-36.09634109
516239,Own1,0.547,0.605,15972.153,15561.713,4.336,0.049,-0.636,-1.917,0.055,553.055,433.345,0.519,-187.583,-520.269,-1.525,100,-254368.8994,-1482799.721,13220.10638,256.7505472,248.4345,2.807493196,-36.44011577
516339,Own1,0.547,0.605,15972.278,15562.206,4.333,0.048,-0.641,-1.92,0.055,552.844,433.174,0.519,-189.308,-519.42,-1.474,100,-260086.4987,-1498657.713,13173.62381,256.6492322,248.2626126,2.750197417,-36.72659467
516439,Own1,0.547,0.605,15972.422,15562.565,4.328,0.048,-0.648,-1.924,0.055,552.591,432.969,0.519,-191.385,-518.389,-1.386,100,-265856.6767,-1514489.827,13128.69574,256.5277727,247.9761337,2.750197417,-37.12766512
516539,Own1,0.547,0.605,15972.576,15562.965,4.323,0.048,-0.656,-1.929,0.055,552.296,432.73,0.519,-193.828,-517.165,-1.265,99,-271690.1625,-1530290.516,13086.44995,256.3861688,247.6896548,2.750197417,-37.58603136
516638,Own1,0.547,0.605,15972.698,15563.341,4.318,0.048,-0.662,-1.934,0.055,552.042,432.525,0.518,-195.947,-516.095,-1.159,100,-277539.0322,-1545896.263,13048.27786,256.2647093,247.4031759,2.750197417,-37.92980604
516738,Own1,0.547,0.605,15972.791,15563.623,4.314,0.048,-0.666,-1.937,0.056,551.83,432.353,0.518,-197.732,-515.187,-1.076,100,-283511.5694,-1561627.03,13012.95111,256.1628018,247.1739928,2.750197417,-38.15898916
516838,Own1,0.547,0.605,15972.894,15563.896,4.309,0.048,-0.671,-1.942,0.057,551.574,432.147,0.518,-199.898,-514.076,-0.986,100,-289538.5141,-1577330.121,12980.15423,256.0407498,246.8875139,2.750197417,-38.44546805
516938,Own1,0.547,0.605,15972.988,15564.159,4.304,0.049,-0.676,-1.946,0.057,551.317,431.938,0.518,-202.457,-512.751,-0.896,100,-295631.4792,-1592999.348,12950.10059,255.9169204,246.601035,2.807493196,-38.73194695
517038,Own1,0.547,0.605,15973.09,15564.458,4.298,0.049,-0.681,-1.951,0.058,551.014,431.694,0.517,-204.68,-511.588,-0.839,99,-301802.4436,-1608628.188,12922.79017,255.772354,246.2572603,2.807493196,-39.01842585
517137,Own1,0.547,0.605,15973.158,15564.658,4.293,0.05,-0.684,-1.955,0.059,550.796,431.518,0.517,-206.553,-510.599,-0.806,100,-307978.7787,-1624065.646,12897.47287,255.6680766,245.9707814,2.864788976,-39.19031319
517237,Own1,0.547,0.605,15973.237,15564.971,4.288,0.05,-0.687,-1.96,0.06,550.531,431.304,0.517,-208.821,-509.389,-0.781,100,-314274.5906,-1639628.893,12872.90569,255.5412847,245.6843026,2.864788976,-39.36220053
517337,Own1,0.547,0.605,15973.315,15565.591,4.283,0.051,-0.69,-1.965,0.061,550.262,431.087,0.517,-211.118,-508.151,-0.783,100,-320639.5321,-1655155.258,12849.10052,255.4127154,245.3978237,2.922084755,-39.53408786
517437,Own1,0.547,0.605,15973.409,15566.412,4.276,0.052,-0.692,-1.97,0.063,549.944,430.83,0.516,-213.834,-506.669,-0.826,100,-327074.487,-1670643.889,12825.23439,255.2604467,244.9967532,2.979380535,-39.64867942
517537,Own1,0.547,0.605,15973.48,15566.626,4.271,0.053,-0.693,-1.974,0.064,549.712,430.643,0.516,-215.8,-505.582,-0.89,100,-333592.2266,-1686087.348,12800.05761,255.1496519,244.7102743,3.036676314,-39.7059752
517637,Own1,0.547,0.605,15973.575,15566.747,4.265,0.054,-0.694,-1.979,0.065,549.429,430.414,0.516,-218.191,-504.246,-1.012,99,-340169.8906,-1701497.675,12772.93008,255.0139728,244.3664996,3.093972094,-39.76327098
517736,Own1,0.547,0.605,15973.684,15566.859,4.259,0.056,-0.694,-1.984,0.067,549.139,430.18,0.516,-220.615,-502.873,-1.186,100,-346753.9277,-1716713.584,12742.3924,254.8753312,244.0227249,3.208563653,-39.76327098
517836,Own1,0.547,0.605,15973.814,15566.989,4.253,0.058,-0.695,-1.989,0.069,548.842,429.94,0.515,-223.073,-501.462,-1.413,100,-353478.3547,-1732041.339,12706.24268,254.7331347,243.6789503,3.323155212,-39.82056676
517936,Own1,0.547,0.605,15973.968,15567.091,4.246,0.059,-0.695,-1.995,0.07,548.539,429.695,0.515,-225.56,-500.015,-1.693,100,-360277.7024,-1747326.087,12663.17392,254.5879758,243.2778798,3.380450991,-39.82056676
518036,Own1,0.547,0.605,15974.153,15567.077,4.24,0.061,-0.695,-2,0.071,548.23,429.447,0.515,-228.067,-498.536,-2.013,100,-367152.8548,-1762566.729,12611.57065,254.4410395,242.9341051,3.49504255,-39.82056676
518136,Own1,0.547,0.605,15974.372,15567.036,4.234,0.062,-0.696,-2.005,0.072,547.918,429.193,0.515,-230.582,-497.032,-2.352,99,-374104.4215,-1777762.292,12550.21367,254.2905482,242.5903305,3.55233833,-39.87786254
518235,Own1,0.547,0.605,15974.624,15566.862,4.229,0.063,-0.698,-2.011,0.073,547.601,428.937,0.514,-233.099,-495.505,-2.696,100,-381062.3641,-1792760.514,12479.24073,254.138872,242.3038516,3.609634109,-39.9924541
518335,Own1,0.547,0.605,15974.911,15566.732,4.223,0.063,-0.701,-2.016,0.073,547.281,428.679,0.514,-235.617,-493.956,-3.038,100,-388167.308,-1807863.69,12397.06565,253.9860108,241.9600769,3.609634109,-40.16434144
518435,Own1,0.547,0.605,15975.232,15566.602,4.217,0.064,-0.703,-2.021,0.073,546.959,428.417,0.514,-238.137,-492.386,-3.377,100,-395349.0015,-1822919.652,12304.46629,253.8307796,241.6163022,3.666929889,-40.278933
